,Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL,year,month,day
21028,Chevrolet T-Series 2012,400000.0,Red,400000.0,Chevrolet,T-Series,Qalyubia,2023-11-11,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6096866,2023,11,11
21029,Byd F3 2019,250000.0,Silver,210000.0,Byd,F3,El Marg,2023-11-11,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6096849,2023,11,11
21030,Kia Rio 2014,670000.0,Silver,87000.0,Kia,Rio,Cairo,2023-11-11,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6096713,2023,11,11
21031,Toyota Corolla 2021,1250000.0,Silver,39600.0,Toyota,Corolla,Tagamo3 - New Cairo,2023-11-11,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6096666,2023,11,11
21032,Hyundai Verna 2014,450000.0,Gold,450000.0,Hyundai,Verna,Ismailia,2023-11-11,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6096540,2023,11,11
21033,Fiat Tipo 2020,600000.0,White,93000.0,Fiat,Tipo,Cairo,2023-11-11,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6096521,2023,11,11
21034,Volkswagen CC 2013,1250000.0,Gray,135000.0,Volkswagen,CC,Tagamo3 - New Cairo,2023-11-11,No,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/cc/6096443,2023,11,11
21035,Skoda Octavia A5 2007,475000.0,Silver,272500.0,Skoda,Octavia A5,10th of Ramadan,2023-11-11,Yes,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A5/6096434,2023,11,11
21036,Daewoo Lanos 2007,235000.0,Silver,160000.0,Daewoo,Lanos,El Minya,2023-11-11,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/lanos/6096380,2023,11,11
21037,Kia Sportage 2013,900000.0,Silver,340000.0,Kia,Sportage,Alexandria,2023-11-11,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/kia/sportage/6096279,2023,11,11
21038,Kia Cerato 2012,420000.0,Red,200000.0,Kia,Cerato,Mohandessin,2023-11-11,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6096255,2023,11,11
21039,Mitsubishi Lancer EX Shark 2016,750000.0,Silver,80000.0,Mitsubishi,Lancer EX Shark,El Minya,2023-11-11,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6096134,2023,11,11
21040,Honda Civic 2008,420000.0,Dark blue,165000.0,Honda,Civic,Port Said,2023-11-11,No,No,No,No,https://eg.hatla2ee.com/en/car/honda/civic/6096063,2023,11,11
21041,Renault Duster 2018,660000.0,Gold,170000.0,Renault,Duster,Tagamo3 - New Cairo,2023-11-11,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6096050,2023,11,11
21042,Citroën C4 Grand Picasso 2013,650000.0,Silver,167000.0,Citroën,C4 Grand Picasso,6 October,2023-11-11,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/c4-grand-picasso/6096110,2023,11,11
21043,Mitsubishi Lancer EX Shark 2015,600000.0,Silver,130000.0,Mitsubishi,Lancer EX Shark,Kafr el-Sheikh,2023-11-11,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6096057,2023,11,11
21044,Daewoo Nubira 2 1999,150000.0,Gold,250000.0,Daewoo,Nubira 2,Suez,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6096021,2023,11,10
21045,Toyota Corolla 2017,850000.0,White,53000.0,Toyota,Corolla,Sadat City,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6095961,2023,11,10
21046,Peugeot 307 2005,175000.0,Blue,190000.0,Peugeot,307,Nasr city,2023-11-10,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/307/6095930,2023,11,10
21047,Opel Astra 2020,815000.0,Black,88000.0,Opel,Astra,Maadi,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6095972,2023,11,10
21048,Fiat Shahin 2000,95000.0,Black,200000.0,Fiat,Shahin,Agamy,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/shahin/6095861,2023,11,10
21049,Mercedes CLA 180 2018,1750000.0,Dark blue,92800.0,Mercedes,CLA 180,Tagamo3 - New Cairo,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/cla-180/6095790,2023,11,10
21050,Kia Cerato 2015,675000.0,Black,171000.0,Kia,Cerato,Madinaty,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6095823,2023,11,10
21051,Ford Fusion 2020,1900000.0,Gray,13000.0,Ford,Fusion,Tanta,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/fusion/6095759,2023,11,10
21052,Kia Carens 2013,540000.0,Black,250000.0,Kia,Carens,Cairo,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/carens/6095697,2023,11,10
21053,Geely X Pandino 2015,275000.0,Silver,90000.0,Geely,X Pandino,Cairo,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/geely/gelly-x-pandino/6095655,2023,11,10
21054,Chevrolet Cruze 2009,500000.0,Silver,184000.0,Chevrolet,Cruze,Banha,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6095585,2023,11,10
21055,Byd F3 2017,300000.0,Blue,250000.0,Byd,F3,Mohandessin,2023-11-10,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6095487,2023,11,10
21056,Seat Ibiza 2013,495000.0,Petroleum,170000.0,Seat,Ibiza,Nasr city,2023-11-10,Yes,No,No,No,https://eg.hatla2ee.com/en/car/seat/ibiza/6095406,2023,11,10
21057,Mercedes C 200 2020,2900000.0,White,50000.0,Mercedes,C 200,Nasr city,2023-11-10,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/c-200/6095348,2023,11,10
21058,Volkswagen Jetta 2008,700000.0,Dark grey,211000.0,Volkswagen,Jetta,Tanta,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/jetta/6095111,2023,11,10
21059,Peugeot 405 1978,75000.0,White,200000.0,Peugeot,405,Dakahlia,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/405/6095102,2023,11,10
21060,Daewoo Nubira 1 1997,160000.0,Gold,350000.0,Daewoo,Nubira 1,Luxor,2023-11-10,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-1/6095186,2023,11,10
21061,Peugeot 508 2017,725000.0,Black,135000.0,Peugeot,508,Tagamo3 - New Cairo,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/508/6095027,2023,11,10
21062,Mercedes C 180 2005,855000.0,Black,300000.0,Mercedes,C 180,6 October,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/c-180/6094949,2023,11,10
21063,Mitsubishi Eclipse Cross 2019,1100000.0,Dark grey,126500.0,Mitsubishi,Eclipse Cross,Sharqia,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Eclipse-Cross/6094889,2023,11,10
21064,Chery Arrizo 5 2023,610000.0,Dark red,30000.0,Chery,Arrizo 5,Agamy,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6094475,2023,11,10
21065,Byd F3 2017,310000.0,Red,100000.0,Byd,F3,El Haram,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/byd/f3/6094415,2023,11,10
21066,Renault Duster 2019,685000.0,White,187000.0,Renault,Duster,Pyramids Gardens,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6094386,2023,11,10
21067,Chevrolet Silverado 2006,1100000.0,Silver,165000.0,Chevrolet,Silverado,Tagamo3 - New Cairo,2023-11-10,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/silverado/6094385,2023,11,10
21068,Daewoo Lanos 2 2002,150000.0,Gold,25059.0,Daewoo,Lanos 2,Alexandria,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6094229,2023,11,10
21069,Mitsubishi Lancer Puma 2004,410000.0,Black,216000.0,Mitsubishi,Lancer Puma,Cairo,2023-11-10,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6094248,2023,11,10
21070,Hyundai Elantra AD 2020,930000.0,Red,108000.0,Hyundai,Elantra AD,Cairo,2023-11-10,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6094154,2023,11,10
21071,Hyundai Elantra 2011,550000.0,Black,250000.0,Hyundai,Elantra,Warraq,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/elantra/6094089,2023,11,10
21072,Chevrolet Lanos 2010,185000.0,Gray,230000.0,Chevrolet,Lanos,El Minya,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6093984,2023,11,10
21073,Mitsubishi Lancer Puma 2014,525000.0,Silver,170000.0,Mitsubishi,Lancer Puma,Giza,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6093996,2023,11,10
21074,Hyundai Verna 2012,285000.0,Black,139000.0,Hyundai,Verna,Nasr city,2023-11-10,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6093990,2023,11,10
21075,Citroën C5 2014,625000.0,White,180000.0,Citroën,C5,Tagamo3 - New Cairo,2023-11-10,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/citroen/C5/6093839,2023,11,10
21076,Hyundai Elantra HD 2022,680000.0,Silver,50000.0,Hyundai,Elantra HD,Giza,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6093702,2023,11,9
21077,Geely X Pandino 2015,200000.0,Black,180000.0,Geely,X Pandino,Cairo,2023-11-09,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/geely/gelly-x-pandino/6093783,2023,11,9
21079,Hyundai Verna 2007,210000.0,White,70000.0,Hyundai,Verna,Dakahlia,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6093687,2023,11,9
21080,Chevrolet T-Series 2023,1250000.0,White,45000.0,Chevrolet,T-Series,Cairo,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6093786,2023,11,9
21081,Hyundai Elantra MD 2015,570000.0,Black,240000.0,Hyundai,Elantra MD,Giza,2023-11-09,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6093602,2023,11,9
21082,Geely Emgrand 7 2015,200000.0,White,230000.0,Geely,Emgrand 7,Badr City,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/geely/emgrand7/6093447,2023,11,9
21083,Toyota Corolla 2019,900000.0,White,100500.0,Toyota,Corolla,Obour City,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6093441,2023,11,9
21084,Mercedes E 200 2020,3650000.0,Black,9200.0,Mercedes,E 200,Alexandria,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/e-200/6093456,2023,11,9
21085,Daewoo Lanos 2 2002,195000.0,Dark blue,127000.0,Daewoo,Lanos 2,El Mahalla,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6093428,2023,11,9
21087,Hyundai Verna 2014,335000.0,Silver,110000.0,Hyundai,Verna,Suez,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6093351,2023,11,9
21088,Kia Cerato 2011,650000.0,Black,215000.0,Kia,Cerato,El Qanater El Khayreya,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6093402,2023,11,9
21089,Fiat 500 2021,800000.0,Dark blue,155000.0,Fiat,500,Obour City,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/500/6093380,2023,11,9
21090,Kia Cerato 2011,650000.0,Black,212000.0,Kia,Cerato,El Qanater El Khayreya,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6093297,2023,11,9
21091,Renault Duster 2015,550000.0,Mocha,185000.0,Renault,Duster,Tagamo3 - New Cairo,2023-11-09,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6093233,2023,11,9
21092,Toyota Yaris 2015,615000.0,Dark blue,100000.0,Toyota,Yaris,Sheikh Zayed City,2023-11-09,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6093228,2023,11,9
21093,Toyota Corolla 2021,1050000.0,Red,49000.0,Toyota,Corolla,Al Shorouk,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6093174,2023,11,9
21094,Hyundai Verna 2008,340000.0,Gold,260000.0,Hyundai,Verna,Alexandria,2023-11-09,No,Yes,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6093258,2023,11,9
21096,Kia K3 2015,640000.0,Dark grey,140000.0,Kia,K3,Gharbia,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/K3/6093006,2023,11,9
21097,Chevrolet Aveo 2006,340000.0,White,92000.0,Chevrolet,Aveo,Alexandria,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6093008,2023,11,9
21098,Hyundai Elantra MD 2015,600000.0,Black,124000.0,Hyundai,Elantra MD,Giza,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6092904,2023,11,9
21099,BMW X3 2014,1750000.0,Black,48000.0,BMW,X3,Al Shorouk,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/bmw/x3/6092885,2023,11,9
21100,Daewoo Lanos 2 2002,260000.0,Blue,160000.0,Daewoo,Lanos 2,Mit Ghamr,2023-11-09,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6092870,2023,11,9
21101,BMW X4 2017,2200000.0,Black,150000.0,BMW,X4,Tagamo3 - New Cairo,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x4/6092867,2023,11,9
21102,Geely Emgrand 7 2014,230000.0,White,116000.0,Geely,Emgrand 7,Tanta,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/geely/emgrand7/6092874,2023,11,9
21103,Seat Toledo 2006,280000.0,Red,274000.0,Seat,Toledo,10th of Ramadan,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/seat/toledo/6092768,2023,11,9
21104,Peugeot 206 2008,300000.0,Dark red,170000.0,Peugeot,206,6 October,2023-11-09,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/peugeot/206/6092757,2023,11,9
21105,Renault Lodgy 2018,620000.0,Dark blue,140000.0,Renault,Lodgy,6 October,2023-11-09,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/renault/Lodgy/6092670,2023,11,9
21106,Honda Accord 2020,2500000.0,White,55000.0,Honda,Accord,Pyramids Gardens,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/honda/accord/6092679,2023,11,9
21107,Peugeot 308 sw 2011,499999.0,Black,200000.0,Peugeot,308 sw,Al Shorouk,2023-11-09,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/308-sw/6092570,2023,11,9
21108,Daewoo Lanos 2 2007,170000.0,Green,255000.0,Daewoo,Lanos 2,Ismailia,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6092579,2023,11,9
21109,Hyundai Elantra 2009,470000.0,White,170000.0,Hyundai,Elantra,Qena,2023-11-09,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/elantra/6092538,2023,11,9
21110,Chevrolet Aveo 2020,490000.0,Dark blue,115000.0,Chevrolet,Aveo,Zagazig,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6092498,2023,11,9
21111,Hyundai Elantra CN7 2023,1470000.0,Gray,7000.0,Hyundai,Elantra CN7,Nasr city,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6092427,2023,11,9
21112,Toyota Corolla 2014,740000.0,Gray,163000.0,Toyota,Corolla,Al Shorouk,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6092297,2023,11,9
21114,Fiat 128 1986,28000.0,White,99000.0,Fiat,128,Tanta,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/128/6092187,2023,11,9
21115,Byd F3 2018,290000.0,Black,2014.0,Byd,F3,El Haram,2023-11-09,No,Yes,No,No,https://eg.hatla2ee.com/en/car/byd/f3/6092172,2023,11,9
21116,Mitsubishi Eclipse Cross 2018,870000.0,Mocha,30000.0,Mitsubishi,Eclipse Cross,Kafr el-Sheikh,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Eclipse-Cross/6092138,2023,11,9
21117,Byd F3 2021,410000.0,Silver,40000.0,Byd,F3,Mohandessin,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6092108,2023,11,9
21119,Toyota Avensis 2007,400000.0,Black,190000.0,Toyota,Avensis,Cairo,2023-11-09,Yes,No,No,No,https://eg.hatla2ee.com/en/car/toyota/avensis/6092082,2023,11,9
21121,Nissan Sunny 2016,420000.0,Gold,332000.0,Nissan,Sunny,Beni Suef,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6091970,2023,11,9
21122,Kia Cerato 2017,830000.0,Red,120000.0,Kia,Cerato,Cairo,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6091826,2023,11,9
21123,Skoda Felicia 1998,75000.0,Green,190000.0,Skoda,Felicia,Tanta,2023-11-09,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/felicia/6091758,2023,11,9
21124,Fiat Tipo 2021,800000.0,Dark grey,51000.0,Fiat,Tipo,Warraq,2023-11-09,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6091727,2023,11,9
21127,Renault Megane 2006,300000.0,Black,115000.0,Renault,Megane,Cairo,2023-11-08,Yes,No,No,No,https://eg.hatla2ee.com/en/car/renault/megane/6091614,2023,11,8
21129,Mitsubishi Lancer Puma 2008,400000.0,Silver,300000.0,Mitsubishi,Lancer Puma,6 October,2023-11-08,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6091361,2023,11,8
21130,Chevrolet Optra 2020,630000.0,Dark blue,90000.0,Chevrolet,Optra,Saft El Laban,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6091377,2023,11,8
21131,MG 6 2022,900000.0,Black,24000.0,MG,6,Cairo,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6091250,2023,11,8
21132,Renault Logan 2018,370000.0,Blue,150000.0,Renault,Logan,Giza,2023-11-08,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/logan/6091244,2023,11,8
21133,Mitsubishi Lancer 2001,275000.0,Dark green,286000.0,Mitsubishi,Lancer,Zagazig,2023-11-08,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6091271,2023,11,8
21134,Peugeot 405 2007,120000.0,Gold,250000.0,Peugeot,405,Helwan,2023-11-08,No,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/405/6091296,2023,11,8
21135,Mitsubishi Lancer Puma 2005,280000.0,Black,250000.0,Mitsubishi,Lancer Puma,Dikirnis,2023-11-08,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6091232,2023,11,8
21136,Hyundai Elantra CN7 2022,875000.0,Blue,59000.0,Hyundai,Elantra CN7,Monufia,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6091166,2023,11,8
21137,Opel Astra 2021,600000.0,Silver,90000.0,Opel,Astra,Cairo,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6091085,2023,11,8
21138,Toyota Corolla 1995,245000.0,Dark red,355000.0,Toyota,Corolla,Tagamo3 - New Cairo,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6090983,2023,11,8
21139,Volkswagen Golf 4 2002,420000.0,Dark grey,163000.0,Volkswagen,Golf 4,El Mahalla,2023-11-08,Yes,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/Golf-4/6090833,2023,11,8
21140,Toyota Corolla 1993,160000.0,Silver,199999.0,Toyota,Corolla,Abu Qir,2023-11-08,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6090639,2023,11,8
21141,Chevrolet Optra 2020,450000.0,Dark blue,70000.0,Chevrolet,Optra,Helwan,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6090566,2023,11,8
21142,BMW X6 2012,1950000.0,Beige,145000.0,BMW,X6,Mohandessin,2023-11-08,No,No,No,No,https://eg.hatla2ee.com/en/car/bmw/x6/6090593,2023,11,8
21143,Mercedes E 200 1984,135000.0,Brown,250000.0,Mercedes,E 200,Alexandria,2023-11-08,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/e-200/6090578,2023,11,8
21145,Renault Rainbow 1997,85000.0,Cyan,150000.0,Renault,Rainbow,Ain Shams,2023-11-08,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/rainbow/6090411,2023,11,8
21146,Daewoo Lanos 1999,170000.0,Dark red,190000.0,Daewoo,Lanos,6 October,2023-11-08,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos/6097338,2023,11,8
21147,Jetour X70 2022,1150000.0,Black,50000.0,Jetour,X70,Al Shorouk,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jetour/X70/6090281,2023,11,8
21148,Volkswagen Polo 1999,165000.0,Red,250000.0,Volkswagen,Polo,Madinaty,2023-11-08,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/polo/6090309,2023,11,8
21149,Hyundai Elantra HD 2019,550000.0,Black,93000.0,Hyundai,Elantra HD,6 October,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6090104,2023,11,8
21152,Hyundai Elantra HD 2021,780000.0,Red,75000.0,Hyundai,Elantra HD,Sheikh Zayed City,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6088527,2023,11,8
21153,Toyota Corolla 2009,475000.0,Gray,171000.0,Toyota,Corolla,Alexandria,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6090020,2023,11,8
21154,Daewoo Nubira 2 2001,220000.0,Silver,130000.0,Daewoo,Nubira 2,Alexandria,2023-11-08,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6089967,2023,11,8
21155,Nissan Sunny 2013,360000.0,Silver,149000.0,Nissan,Sunny,Tagamo3 - New Cairo,2023-11-08,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6089940,2023,11,8
21156,DFSK EAGLE 580 2019,650000.0,Dark blue,120000.0,DFSK,EAGLE 580,Alexandria,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/dfsk/eagle-580/6089831,2023,11,8
21157,Kia Sportage 2020,1500000.0,Petroleum,41000.0,Kia,Sportage,Damietta,2023-11-08,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6089846,2023,11,8
21158,Byd F3 2021,450000.0,Blue,110000.0,Byd,F3,Cairo,2023-11-08,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6089886,2023,11,8
21159,Chevrolet Lanos 2015,265000.0,Gray,72000.0,Chevrolet,Lanos,El Marg,2023-11-07,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6089511,2023,11,7
21160,Lada Granta 2019,270000.0,Mocha,84000.0,Lada,Granta,6 October,2023-11-07,No,Yes,Yes,No,https://eg.hatla2ee.com/en/car/lada/granta/6089568,2023,11,7
21161,Geely Emgrand 7 2017,280000.0,Silver,150000.0,Geely,Emgrand 7,El Marg,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/geely/emgrand7/6089504,2023,11,7
21162,Renault Megane 2020,850000.0,Brown,50000.0,Renault,Megane,Port Said,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6089507,2023,11,7
21163,Toyota Corolla 2010,690000.0,Black,125000.0,Toyota,Corolla,Suez,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6089334,2023,11,7
21164,Nissan Qashqai 2012,600000.0,Silver,400000.0,Nissan,Qashqai,6 October,2023-11-07,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/qashqai/6089240,2023,11,7
21165,Kia Cerato 2010,550000.0,Mocha,180000.0,Kia,Cerato,Shibin el Kom,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6089099,2023,11,7
21166,BMW X3 2013,1250000.0,Dark blue,172000.0,BMW,X3,Maadi,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x3/6089214,2023,11,7
21167,Fiat Regata 1986,43000.0,White,100000.0,Fiat,Regata,Giza,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/regata/6089148,2023,11,7
21168,Kia Picanto 2010,340000.0,Silver,165000.0,Kia,Picanto,El Mahalla,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/picanto/6089219,2023,11,7
21169,Hyundai Verna 2016,310000.0,White,150000.0,Hyundai,Verna,El Marg,2023-11-07,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6089022,2023,11,7
21170,Toyota Yaris 2015,605000.0,White,172000.0,Toyota,Yaris,Alexandria,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6089030,2023,11,7
21171,Hyundai Matrix 2008,385000.0,Dark red,125000.0,Hyundai,Matrix,Cairo,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/matrix/6089048,2023,11,7
21172,Fiat Tipo 2021,840000.0,Dark blue,52000.0,Fiat,Tipo,6 October,2023-11-07,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6088901,2023,11,7
21173,Kia Picanto 2009,400000.0,White,150000.0,Kia,Picanto,Port Said,2023-11-07,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/picanto/6088824,2023,11,7
